latitude,longitude,estado,bioma,mes,temperatura_media,umidade_relativa,precipitacao_mm,velocidade_vento,dias_sem_chuva,focos_calor_7d,distancia_foco_km,ndvi,historico_incendios,risco_incendio
-11.129925,-68.697408,MG,Cerrado,4,32.76,46.99,4.81,10.41,16,6,8.32,0.05,8,critico
-19.906233,-63.948798,TO,Caatinga,1,28.6,30.58,44.96,11.82,9,6,82.18,0.736,0,medio
-19.157793,-57.312215,RS,Caatinga,10,33.44,22.32,1.04,17.18,13,9,21.85,0.089,4,critico
0.20718,-48.316552,MS,Cerrado,4,31.07,69.83,11.5,24.77,14,1,5.08,0.445,4,alto
-4.74155,-45.678684,MS,Cerrado,10,26.06,26.6,5.72,11.93,17,10,6.32,0.201,1,critico
-26.305085,-42.064169,AM,Pantanal,4,28.68,56.72,31.26,23.01,3,3,4.79,0.539,3,medio
-1.14816,-65.066536,SC,Amazônia,9,37.57,61.54,28.93,24.95,12,6,29.69,0.567,5,alto
-23.070091,-50.23015,MT,Pantanal,11,33.53,46.51,26.97,16.34,17,4,45.16,0.476,7,medio
-25.697746,-50.470535,PE,Amazônia,1,25.0,60.4,37.65,3.6,14,4,4.57,0.375,2,medio
-3.757991,-52.789755,MT,Caatinga,8,34.54,28.63,6.29,20.29,31,12,9.72,0.383,5,critico
3.844394,-37.409304,PI,Pampa,1,19.41,59.37,32.54,29.53,14,3,23.04,0.7,2,baixo
-21.020058,-59.08707,RO,Mata Atlântica,4,29.22,60.15,7.48,14.73,10,1,61.17,0.694,2,medio
-31.571653,-57.376798,CE,Pantanal,6,31.55,58.25,15.25,34.72,15,6,57.86,0.779,5,alto
0.784144,-46.555162,MA,Mata Atlântica,5,23.45,47.77,53.48,15.8,13,1,16.48,0.76,4,medio
-5.848896,-51.506551,MS,Mata Atlântica,6,30.1,43.24,54.02,15.02,12,0,91.98,0.45,5,medio
-24.731877,-53.085982,MA,Mata Atlântica,8,29.01,22.27,11.11,8.27,12,5,54.48,0.396,3,alto
-32.871199,-70.611515,AM,Cerrado,12,30.41,26.88,2.18,22.89,12,5,1.0,0.246,3,critico
-12.346687,-69.475472,GO,Mata Atlântica,3,21.77,59.7,5.93,11.33,11,1,3.43,0.537,4,medio
-17.216973,-38.643092,PI,Mata Atlântica,4,30.19,66.87,22.58,4.96,1,0,111.95,0.634,4,baixo
-29.307756,-42.518346,PR,Pantanal,1,20.34,27.37,63.26,10.29,6,5,6.42,0.479,4,medio
-25.312127,-40.152924,MT,Amazônia,8,30.6,47.03,29.89,19.62,5,5,1.59,0.593,9,alto
-7.215904,-62.294836,PA,Cerrado,12,25.76,29.14,29.33,22.12,18,4,33.23,0.314,7,medio
-31.383988,-64.794761,MT,Amazônia,3,30.67,93.73,15.16,14.45,3,3,1.52,0.391,4,medio
-26.56061,-63.175248,SC,Mata Atlântica,1,25.51,56.66,8.67,14.62,3,1,71.33,0.73,4,baixo
-27.215639,-41.69093,MS,Cerrado,10,34.3,18.16,4.11,9.37,26,11,3.5,0.492,8,critico
-15.338702,-64.733185,BA,Caatinga,2,26.92,21.5,6.26,9.65,13,4,11.73,0.339,1,alto
-7.314034,-51.752802,PR,Pantanal,3,30.97,65.22,6.02,14.74,6,5,11.04,0.579,7,alto
-1.535802,-64.017304,RS,Pantanal,5,33.5,75.17,1.31,7.6,5,2,27.81,0.138,5,alto
